variable name,data type,register,documented name,description,writable,values,unit,note
,,0x0218,Inverter frequency,,R,,0.01Hz,
,,0x0219,Load Phase-A current,,R,,0.1A,
,,x21A,Load PF,,R,,0.01,
,,0x021B,Load Phase-A active power,,R,,W,
,,0x021C,Load Phase-A apparent power,,R,,VA,
,,x21D,Inverter DC Component,,R,,1mV,
,,x21E,Mains charge current ,,R,,0.1A,
,,0x021F,Load Phase-A ratio,,R,0~100,%,
,,x220,DC-DC heat sink temperature ,,R,,0.1C,
,,x221,DC-AC heat sink temperature ,,R,,0.1C,
,,x222,Translator heat sink temperature ,,R,,0.1C,
,,x223,Heat sink D temperature ,,R,,0.1C,
,,x224,PV Charge Current,,R,,0.1A,
,,x225,Ibuck2 Current,,R,,0.1A,
,,x226,Inverter fault state ,,R,,,
,,x227,Charge status ,,R,,,
,,x228,PBusVolt ,,R,,0.1V,
,,x229,NBusVolt ,,R,,0.1V,
,,0x022A,Grid phase-B voltage,,R,,0.1V,
,,0x022B,Grid phase-C voltage,,R,,0.1V,
,,0x022C,Inverter phase-B output voltage,,R,,0.1V,
,,0x022E,Inverter phase-B inductive current,,R,,0.1A,
,,0x022D,Inverter phase-C output voltage,,R,,0.1V,
,,0x022F,Inverter phase-C inductive current,,R,,0.1A,
,,0x0230,Load Phase-B current,,R,,0.1A,
,,0x0231,Load Phase-C current,,R,,0.1A,
,,0x0232,Load Phase-B active power,,R,,W,
,,0x0233,Load Phase-C active power,,R,,W,
,,0x0234,Load Phase-B apparent power,,R,,VA,
,,0x0235,Load Phase-C apparent power,,R,,VA,
,,0x0236,Load Phase-B ratio,,R,0~100,%,
,,0x0237,Load Phase-C ratio,,R,0~100,%,
,,,,,,,,
,,xE001,PV charge current limit ,,RW,0~100,0.1A,
,,xE002,Nominal battery capacity ,,RW,0~400,1AH,
,,xE003,System Voltage,,R,12~255,V,
,,xE004,Battery Type,,RW,"{""0"":""User define"",""1"":""SLD"",""2"":""FLD""}",,
,,xE005,Battery Over Voltage,,RW,9~15.5,0.1V,
,,xE006,Limited Charge Voltage,,RW,9~15.5,0.1V,
,,xE007,Equalizing charge voltage ,,RW,9~15.5,0.1V,
,,xE008,Boost Charge Voltage Or Lithium Over Voltage,,RW,9~15.5,0.1V,
,,xE009,Float Charge Voltage Or Lithium Over Charge Return Voltage,,RW,9~15.5,0.1V,
,,xE00A,Boost charge return voltage ,,RW,9~15.5,0.1V,
,,xE00B,Over discharge return voltage ,,RW,9~15.5,0.1V,
,,xE00C,Under-voltage warning voltage ,,RW,9~15.5,0.1V,
,,xE00D,Over discharge voltage ,,RW,9~15.5,0.1V,
,,xE00E,Limited discharge voltage ,,RW,9~15.5,0.1V,
,BYTE,xE00F,Charge Cutoff SOC,,RW,0~100,%,
,BYTE,xE00F.b8,Discharge Cuttoff SOC,,RW,0~100,%,
,,xE010,Over discharge delay time ,,RW,0~120,S,
,,xE011,Equalizing charge time ,,RW,0~600,Min,
,,xE012,Boost charge time ,,RW,0~600,Min,
,,xE013,Equalizing charge interval ,,RW,0~255,Day,
,,xE014,Temperature compensation coefficient ,,RW,0~10,mV/C/2V ,
,SHORT,xE015,Charge upper limit temperature ,,RW,Err:502,C,
,SHORT,xE016,Charge lower limit temperature ,,RW,Err:502,C,
,SHORT,xE017,Discharge upper limit temperature ,,RW,Err:502,C,
,SHORT,xE018,DisChgMinTemperature,,RW,Err:502,C,
,SHORT,xE019,HeatBatStartTemperature,,RW,Err:502,C,
,SHORT,xE01A,HeatBatStopTemperature ,,RW,Err:502,C,
,,xE01B,Mains switching voltage ,,RW,9~15.5,0.1V,
,,xE01C,Stop charging current ,,RW,0~40,0.1A,
,,xE01D,DC load working mode ,,RW,,,
,,xE01E,Light control delay time,,RW,0~60,Min,
,,xE01F,Light control voltage ,,RW,1~45,V,
,,xE020,1 Number of batteries connected in series ,,RW,1~200,,
,,xE021,Special power control ,,RW,,,
,,xE022,Inverter switching voltage ,,RW,9~15.5,0.1V,
,,xE023,Equalizing charge timeout time ,,RW,5~900,Min,
,,xE024,Lithium battery activation current ,,RW,0~10,A,
,,,,,,,,
,,xE026,1-section start charging time,hour and minute:23*256+59==5947 ,RW,0~ 5947 ,Min,
,,xE027,1-section  stop charging time,,RW,0~ 5947 ,Min,
,,xE028,2-section start charging time,,RW,0~ 5947 ,Min,
,,xE029,2-section stop charging time,,RW,0~ 5947 ,Min,
,,xE02A,3-section start charging time,,RW,0~ 5947 ,Min,
,,xE02B,3-section stop charging time,,RW,0~ 5947 ,Min,
,,xE02C,Sectional charging function enable,,RW,"{""0"":""Disable"",""1"":""Enable""}",,
,,xE02D,1-section start discharging time,,RW,0~ 5947 ,Min,
,,xE02E,1-section  stop discharging time,,RW,0~ 5947 ,Min,
,,xE02F,2-section start discharging time,,RW,0~ 5947 ,Min,
,,xE030,2-section stop discharging time,,RW,0~ 5947 ,Min,
,,xE031,3-section start discharging time,,RW,0~ 5947 ,Min,
,,xE032,3-section stop discharging time,,RW,0~ 5947 ,Min,
,,xE033,Sectional discharging function enable,,RW,"{""0"":""Disable"",""1"":""Enable""}",,
,,xE034,current time setup year month,E034 - year and month:99*256+12==25356 ,RW,0~ 25356 ,Yr/Mo,
,,xE035,current time setup day hour,E035 -day and hour:31*256+23==7959 ,RW,0~7959,Day/Hr,
,,xE036,current time setup min second,E036 -minute and second:59*256+59==15163 ,RW,0~ 15163,Min/Sec,
,,xE037,PV grid-connected power generation enable,,,"{""0"":""Disable"",""1"":""Enable""}",,
,,xE038,GFCI Enable,,,"{""0"":""Disable"",""1"":""Enable""}",,
,,,,,,,,
,,xE200,Inverter 485 address setup,,RW,1~254,,
,,xE201,Inverter parallel mode setup,,RW,0~7,,
,,xE202,User password set value,,W,0~65535,,
,,xE203,Password input,,W,0~65535,,
,,,,,,,,
,,xE204,Output priority,,RW,"{""0"":""solar"",""1"":""line"",""2"":""sbu""}",,
,,xE205,Mains charge current limit,,RW,0~100,0.1A,
,,xE206,Equalizing charge enable,,RW,,,
,,xE207,Power save level,,RW,0~1000,W,
,,xE208,Output voltage,,RW,100~264,0.1V,
,,xE209,Output frequency,,RW,45~65,0.01Hz,
,,xE20A,Maximum charge current,,RW,0~150,0.1A,
,,xE20B,AC input range,,RW,"{""0"":""wide range (APL)"",""1"":""narrow range (UPS)""}",,
,,xE20C,Eco mode,,RW,"{""0"":""Disable"",""1"":""Enable""}",,
,,xE20D,Overload auto restart,,RW,"{""0"":""Disable"",""1"":""Enable""}",,
,,xE20E,Over temperature auto restart,,RW,"{""0"":""Disable"",""1"":""Enable""}",,
,,xE20F,Charge priority,,RW,"{""0"":""PV preferred, only start mains charging when PV is not available"",""1"":""Mains preferred, only start PV charging when mains is not available"",""2"":""Hybrid mode, mains and PV charging at the same time, PV is preferred"",""3"":""PV only, mains does not charge""}",,
,,xE210,Alarm control,,RW,"{""0"":""Disable"",""1"":""Enable""}",,
,,xE211,Alarm enable when input source is interrupted,,RW,"{""0"":""Disable"",""1"":""Enable""}",,
,,xE212,Overload bypass enable,,RW,"{""0"":""Disable"",""1"":""Enable""}",,
,,xE213,Record fault code,,RW,"{""0"":""Disable"",""1"":""Enable""}",,
,,xE214,Split-phase transformer,,RW,"{""0"":""Disable"",""1"":""Enable""}",,
,,xE215,BMS communication enable,,RW,"{""0"":""Disable"",""1"":""Enable""}",,
,,xE216,Start charge time setup,,RW,0~23,,
,,xE217,Start discharge time setup,,RW,0~23,,
,,,,,,,,
,UINT,xE219,UniqueIDcode,,R,,,
,,xE21B,BMS protocol,,RW,0~30,,
,,,,,,,,
,,xF000,History PV power generation Today Minus 1,,R,,AH,
,,xF001,History PV power generation Today Minus 2,,R,,AH,
,,xF002,history PV power generation Today Minus 3,,R,,AH,
,,xF003,history PV power generation Today Minus 4,,R,,AH,
,,xF004,history PV power generation Today Minus 5,,R,,AH,
,,xF005,history PV power generation Today Minus 6,,R,,AH,
,,xF006,history PV power generation Today Minus 7,,R,,AH,
,,,,,,,,
,,xF007,history battery charge level Today Minus 1,,R,,AH,
,,xF008,history battery charge level Today Minus 2,,R,,AH,
,,xF009,history battery charge level Today Minus 3,,R,,AH,
,,xF00A,history battery charge level Today Minus 4,,R,,AH,
,,xF00B,history battery charge level Today Minus 5,,R,,AH,
,,xF00C,history battery charge level Today Minus 6,,R,,AH,
,,xF00D,history battery charge level Today Minus 7,,R,,AH,
,,,,,,,,
,,xF00E,History battery discharge level Today Minus 1,,R,,AH,
,,xF00F,History battery discharge level Today Minus 2,,R,,AH,
,,xF010,History battery discharge level Today Minus 3,,R,,AH,
,,xF011,History battery discharge level Today Minus 4,,R,,AH,
,,xF012,History battery discharge level Today Minus 5,,R,,AH,
,,xF013,History battery discharge level Today Minus 6,,R,,AH,
,,xF014,History battery discharge level Today Minus 7,,R,,AH,
,,,,,,,,
,,xF015,history mains charge level Today Minus 1,,R,,AH,
,,xF016,history mains charge level Today Minus 2,,R,,AH,
,,xF017,history mains charge level Today Minus 3,,R,,AH,
,,xF018,history mains charge level Today Minus 4,,R,,AH,
,,xF019,history mains charge level Today Minus 5,,R,,AH,
,,xF01A,history mains charge level Today Minus 6,,R,,AH,
,,xF01B,history mains charge level Today Minus 7,,R,,AH,
,,,,,,,,
,,xF01C,history data of power consumption by load today minus 1,,R,,0.1kwh,
,,xF01D,history power consumption by load today minus 2,,R,,0.1kwh,
,,xF01E,history power consumption by load today minus 3,,R,,0.1kwh,
,,xF01F,history power consumption by load today minus 4,,R,,0.1kwh,
,,xF020,history power consumption by load today minus 5,,R,,0.1kwh,
,,xF021,history power consumption by load today minus 6,,R,,0.1kwh,
,,xF022,history power consumption by load today minus 7,,R,,0.1kwh,
,,,,,,,,
,,xF023,History power consumption by load from mains today minus 1,,R,,0.1kwh,
,,xF024,History power consumption by load from mains today minus 2,,R,,0.1kwh,
,,xF025,History power consumption by load from mains today minus 3,,R,,0.1kwh,
,,xF026,History power consumption by load from mains today minus 4,,R,,0.1kwh,
,,xF027,History power consumption by load from mains today minus 5,,R,,0.1kwh,
,,xF028,History power consumption by load from mains today minus 6,,R,,0.1kwh,
,,xF029,History power consumption by load from mains today minus 7,,R,,0.1kwh,
,,,,,,,,
,,,,,,,,
,,xF02D,Battery charge AH of the day,,R,,AH,
,,xF02E,Battery discharge AH of the day,,R,,AH,
,,xF02F,PV power generation of the day,,R,,0.1kwh,
,,xF030,Load power consumption of the day,,R,,0.1kwh,
,,xF031,Total running days,,R,,day,
,,xF032,"Total number of battery
overdischarge",,R,,,
,,,,,,,,
,,xF033,Total number of battery full charge,,R,,,
,UINT,xF034~xF035,Accumulated battery charge AH,,R,,AH,
,UINT,xF036~xF037,Accumulated battery discharge AH,,R,,AH,
,UINT,xF038~xF039,Accumulated PV power generation,,R,,0.1kWh,
,,xF03A,Accumulated power consumption of load,,R,,0.1kWh,
,,xF03C,Mains charge level of today,,R,,AH,
,,xF03D,Power consumption by load from mains of today,,R,,0.1kWh,
,,xF03E,Inverter working hours of today,,R,,min,
,,xF03F,Bypass working hours of today,,R,,min,
,UINT,xF040~xF041,Power on time,UINT48 – TODO,R,,,
,UINT,xF043~xF044,"Last equalizing charge completion
time",UINT48 – TODO,R,,,
,UINT,xF046~xF047,Accumulated charge level by mains,,R,,0.1kWh,
,UINT,xF048~xF048,Accumulated power consumption by load from mains,,R,,0.1kWh,
,,xF04A,Accumulated working hours of inverter,,R,,h,
,,xF04B,Accumulated working hours of bypass,,R,,h,
,,,,,,,,
,,,,,,,,
,ASCII,xF800~xF80F,FaultHistoryRecord00,,,,,
,ASCII,xF810~xF81F,FaultHistoryRecord01,,,,,
,ASCII,xF820~xF82F,FaultHistoryRecord02,,,,,
,ASCII,xF830~xF83F,FaultHistoryRecord03,,,,,
,ASCII,xF840~xF84F,FaultHistoryRecord04,,,,,
,ASCII,xF850~xF85F,FaultHistoryRecord05,,,,,
,ASCII,xF860~xF86F,FaultHistoryRecord06,,,,,
,ASCII,xF870~xF87F,FaultHistoryRecord07,,,,,
,ASCII,xF880~xF88F,FaultHistoryRecord08,,,,,
,ASCII,xF890~xF89F,FaultHistoryRecord09,,,,,
,ASCII,xF8A0~xF8AF,FaultHistoryRecord10,,,,,
,ASCII,xF8B0~xF8BF,FaultHistoryRecord11,,,,,
,ASCII,xF8C0~xF8CF,FaultHistoryRecord12,,,,,
,ASCII,xF8D0~xF8DF,FaultHistoryRecord13,,,,,
,ASCII,xF8E0~xF8EF,FaultHistoryRecord14,,,,,
,ASCII,xF8F0~xF8FF,FaultHistoryRecord15,,,,,
,,,,,,,,
,,0x0238,MGrid phase-B current,,R,,0.1A,
,,0x0239,MGrid phase-C current,,R,,0.1A,
,BYTE,0xF02C,MStats GenerateEnergyToGridTday,,R,,0.1kWh,
